ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount
159827.SZ,20240102,0.775,0.775,0.784,0.772,0.781,0.006,0.7742,10929.01,851.066
159827.SZ,20240103,0.781,0.779,0.784,0.77,0.773,-0.008,-1.0243,5882.0,456.043
159827.SZ,20240104,0.773,0.772,0.775,0.766,0.767,-0.006,-0.7762,21114.0,1627.086
159827.SZ,20240105,0.767,0.769,0.769,0.755,0.761,-0.006,-0.7823,36012.0,2740.692
159827.SZ,20240108,0.761,0.76,0.76,0.739,0.743,-0.018,-2.3653,41486.0,3087.16
159827.SZ,20240109,0.743,0.74,0.745,0.736,0.741,-0.002,-0.2692,18633.0,1378.31
159827.SZ,20240110,0.741,0.741,0.741,0.725,0.732,-0.009,-1.2146,35108.0,2572.605
159827.SZ,20240111,0.732,0.739,0.746,0.736,0.74,0.008,1.0929,7372.0,546.741
159827.SZ,20240112,0.74,0.744,0.754,0.743,0.748,0.008,1.0811,9914.0,743.617
159827.SZ,20240115,0.748,0.749,0.749,0.739,0.74,-0.008,-1.0695,10454.01,778.105
159827.SZ,20240116,0.74,0.735,0.745,0.735,0.743,0.003,0.4054,13345.0,987.345
159827.SZ,20240117,0.743,0.743,0.743,0.727,0.727,-0.016,-2.1534,7325.0,538.42
159827.SZ,20240118,0.727,0.726,0.734,0.701,0.721,-0.006,-0.8253,76957.0,5450.32
159827.SZ,20240119,0.721,0.721,0.725,0.715,0.718,-0.003,-0.4161,44395.0,3199.077
159827.SZ,20240122,0.718,0.713,0.713,0.684,0.7,-0.018,-2.507,49772.0,3492.752
159827.SZ,20240123,0.7,0.7,0.7,0.682,0.692,-0.008,-1.1429,16338.0,1125.603
159827.SZ,20240124,0.692,0.698,0.698,0.676,0.693,0.001,0.1445,43072.0,2947.658
159827.SZ,20240125,0.693,0.693,0.708,0.69,0.708,0.015,2.1645,34617.0,2426.156
159827.SZ,20240126,0.708,0.705,0.71,0.696,0.705,-0.003,-0.4237,51007.0,3592.717
159827.SZ,20240129,0.705,0.701,0.715,0.699,0.699,-0.006,-0.8511,17823.0,1257.037
159827.SZ,20240130,0.699,0.699,0.704,0.685,0.687,-0.012,-1.7167,23136.0,1607.166
159827.SZ,20240131,0.687,0.683,0.686,0.672,0.672,-0.015,-2.1834,34812.0,2354.172
159827.SZ,20240201,0.672,0.67,0.679,0.663,0.672,0.0,0.0,41529.0,2792.38
159827.SZ,20240202,0.672,0.674,0.687,0.651,0.668,-0.004,-0.5952,31360.0,2101.203
159827.SZ,20240205,0.668,0.667,0.668,0.637,0.658,-0.01,-1.497,41979.17,2733.912
159827.SZ,20240206,0.658,0.653,0.683,0.647,0.68,0.022,3.3435,45450.0,3029.148
159827.SZ,20240207,0.68,0.679,0.706,0.675,0.705,0.025,3.6765,35283.0,2462.733
159827.SZ,20240208,0.705,0.707,0.718,0.7,0.716,0.011,1.5603,16924.0,1208.465
159827.SZ,20240219,0.716,0.716,0.718,0.703,0.707,-0.009,-1.257,25173.0,1777.906
159827.SZ,20240220,0.707,0.704,0.714,0.703,0.713,0.006,0.8487,40403.0,2867.848
159827.SZ,20240221,0.713,0.712,0.726,0.71,0.714,0.001,0.1403,44466.0,3207.091
159827.SZ,20240222,0.714,0.714,0.718,0.712,0.717,0.003,0.4202,9470.0,677.301
159827.SZ,20240223,0.717,0.717,0.72,0.71,0.719,0.002,0.2789,12641.06,905.812
159827.SZ,20240226,0.719,0.72,0.725,0.711,0.719,0.0,0.0,12113.03,871.753
159827.SZ,20240227,0.719,0.723,0.73,0.717,0.729,0.01,1.3908,24510.0,1780.17
159827.SZ,20240228,0.729,0.729,0.734,0.717,0.717,-0.012,-1.6461,16506.0,1197.263
159827.SZ,20240229,0.717,0.717,0.725,0.713,0.723,0.006,0.8368,11172.0,805.026
159827.SZ,20240301,0.723,0.724,0.724,0.714,0.719,-0.004,-0.5533,22948.0,1649.123
159827.SZ,20240304,0.719,0.719,0.722,0.713,0.715,-0.004,-0.5563,41939.0,3003.034
159827.SZ,20240305,0.715,0.716,0.723,0.716,0.721,0.006,0.8392,16930.0,1219.136
159827.SZ,20240306,0.721,0.717,0.721,0.714,0.717,-0.004,-0.5548,6093.0,437.173
159827.SZ,20240307,0.717,0.721,0.735,0.717,0.719,0.002,0.2789,57953.0,4210.561
159827.SZ,20240308,0.719,0.718,0.721,0.713,0.718,-0.001,-0.1391,27088.0,1939.419
159827.SZ,20240311,0.718,0.724,0.727,0.716,0.726,0.008,1.1142,16294.0,1179.905
159827.SZ,20240312,0.726,0.728,0.732,0.722,0.732,0.006,0.8264,25321.13,1842.135
159827.SZ,20240313,0.732,0.732,0.732,0.719,0.719,-0.013,-1.776,37003.0,2673.599
159827.SZ,20240314,0.719,0.72,0.724,0.712,0.716,-0.003,-0.4172,10572.0,758.697
159827.SZ,20240315,0.716,0.716,0.719,0.712,0.719,0.003,0.419,20197.0,1447.329
159827.SZ,20240318,0.719,0.719,0.721,0.711,0.721,0.002,0.2782,24610.0,1757.11
159827.SZ,20240319,0.721,0.719,0.739,0.719,0.735,0.014,1.9417,101143.0,7422.584
159827.SZ,20240320,0.735,0.735,0.744,0.727,0.736,0.001,0.1361,56828.0,4181.876
159827.SZ,20240321,0.736,0.736,0.757,0.736,0.754,0.018,2.4457,45652.0,3420.322
159827.SZ,20240322,0.754,0.754,0.758,0.735,0.738,-0.016,-2.122,38820.0,2880.814
159827.SZ,20240325,0.738,0.738,0.738,0.728,0.73,-0.008,-1.084,10733.0,786.967
159827.SZ,20240326,0.73,0.73,0.739,0.726,0.728,-0.002,-0.274,16784.0,1223.797
159827.SZ,20240327,0.728,0.73,0.733,0.72,0.722,-0.006,-0.8242,22910.0,1665.358
159827.SZ,20240328,0.722,0.72,0.727,0.717,0.718,-0.004,-0.554,23841.0,1715.762
159827.SZ,20240329,0.718,0.717,0.735,0.717,0.734,0.016,2.2284,24105.0,1753.874
159827.SZ,20240401,0.734,0.734,0.75,0.734,0.747,0.013,1.7711,91098.04,6784.052
159827.SZ,20240402,0.747,0.746,0.746,0.739,0.743,-0.004,-0.5355,22605.0,1679.951
159827.SZ,20240403,0.743,0.743,0.757,0.743,0.756,0.013,1.7497,34244.0,2574.739
159827.SZ,20240408,0.756,0.755,0.757,0.748,0.749,-0.007,-0.9259,17436.0,1310.119
159827.SZ,20240409,0.749,0.748,0.752,0.737,0.746,-0.003,-0.4005,17044.0,1268.285
159827.SZ,20240410,0.746,0.741,0.746,0.732,0.734,-0.012,-1.6086,22387.0,1651.178
159827.SZ,20240411,0.734,0.73,0.734,0.725,0.728,-0.006,-0.8174,21347.0,1558.166
159827.SZ,20240412,0.728,0.728,0.73,0.715,0.716,-0.012,-1.6484,26180.0,1885.193
159827.SZ,20240415,0.716,0.716,0.722,0.708,0.715,-0.001,-0.1397,29228.0,2092.977
159827.SZ,20240416,0.715,0.715,0.72,0.706,0.707,-0.008,-1.1189,16774.0,1193.131
159827.SZ,20240417,0.707,0.704,0.716,0.704,0.716,0.009,1.273,6576.0,468.664
159827.SZ,20240418,0.716,0.716,0.73,0.711,0.725,0.009,1.257,34371.0,2490.771
159827.SZ,20240419,0.725,0.725,0.73,0.718,0.726,0.001,0.1379,46286.02,3351.287
159827.SZ,20240422,0.726,0.72,0.748,0.72,0.738,0.012,1.6529,42714.0,3155.709
159827.SZ,20240423,0.738,0.739,0.743,0.735,0.736,-0.002,-0.271,24659.0,1826.641
159827.SZ,20240424,0.736,0.734,0.742,0.726,0.733,-0.003,-0.4076,8066.0,589.296
159827.SZ,20240425,0.733,0.73,0.738,0.73,0.736,0.003,0.4093,35168.0,2584.607
159827.SZ,20240426,0.736,0.737,0.743,0.733,0.738,0.002,0.2717,42324.0,3116.453
159827.SZ,20240429,0.738,0.736,0.744,0.733,0.743,0.005,0.6775,30343.0,2243.5
159827.SZ,20240430,0.743,0.743,0.75,0.742,0.743,0.0,0.0,43744.0,3268.436
159827.SZ,20240506,0.743,0.748,0.759,0.74,0.754,0.011,1.4805,32721.0,2465.162
159827.SZ,20240507,0.754,0.752,0.762,0.751,0.759,0.005,0.6631,44277.0,3352.019
159827.SZ,20240508,0.759,0.759,0.776,0.757,0.77,0.011,1.4493,43104.0,3306.523
159827.SZ,20240509,0.77,0.767,0.782,0.767,0.78,0.01,1.2987,26117.0,2031.491
159827.SZ,20240510,0.78,0.78,0.791,0.77,0.785,0.005,0.641,75815.0,5953.28
159827.SZ,20240513,0.785,0.785,0.794,0.779,0.791,0.006,0.7643,40611.0,3200.66
159827.SZ,20240514,0.791,0.79,0.799,0.788,0.789,-0.002,-0.2528,26443.0,2098.786
159827.SZ,20240515,0.789,0.789,0.792,0.779,0.779,-0.01,-1.2674,8532.0,668.098
159827.SZ,20240516,0.779,0.78,0.787,0.779,0.781,0.002,0.2567,17297.0,1353.475
159827.SZ,20240517,0.781,0.781,0.793,0.781,0.791,0.01,1.2804,12995.0,1023.029
159827.SZ,20240520,0.791,0.791,0.813,0.79,0.809,0.018,2.2756,66380.0,5350.16
159827.SZ,20240521,0.809,0.804,0.815,0.802,0.803,-0.006,-0.7417,27076.9,2185.109
159827.SZ,20240522,0.803,0.803,0.809,0.795,0.8,-0.003,-0.3736,18269.0,1461.86
159827.SZ,20240523,0.8,0.795,0.801,0.782,0.787,-0.013,-1.625,35491.01,2798.817
159827.SZ,20240524,0.787,0.783,0.799,0.783,0.789,0.002,0.2541,16908.0,1340.843
159827.SZ,20240527,0.789,0.788,0.795,0.781,0.793,0.004,0.507,23293.0,1839.211
159827.SZ,20240528,0.793,0.794,0.794,0.781,0.782,-0.011,-1.3871,15367.0,1205.605
