ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount
159831.SZ,20240102,4.715,4.722,4.735,4.712,4.731,0.016,0.3393,18982.0,8971.954
159831.SZ,20240103,4.731,4.731,4.761,4.725,4.731,0.0,0.0,26862.02,12712.796
159831.SZ,20240104,4.731,4.751,4.779,4.696,4.713,-0.018,-0.3805,32819.0,15486.308
159831.SZ,20240105,4.713,4.724,4.728,4.717,4.721,0.008,0.1697,22834.0,10781.008
159831.SZ,20240108,4.721,4.721,4.726,4.707,4.714,-0.007,-0.1483,13877.0,6544.12
159831.SZ,20240109,4.714,4.714,4.716,4.704,4.71,-0.004,-0.0849,20565.0,9687.02
159831.SZ,20240110,4.71,4.701,4.713,4.693,4.693,-0.017,-0.3609,13317.0,6259.775
159831.SZ,20240111,4.693,4.699,4.701,4.687,4.695,0.002,0.0426,26846.0,12602.229
159831.SZ,20240112,4.695,4.708,4.71,4.695,4.703,0.008,0.1704,15970.0,7509.136
159831.SZ,20240115,4.703,4.717,4.75,4.717,4.732,0.029,0.6166,15835.0,7491.013
159831.SZ,20240116,4.732,4.735,4.74,4.729,4.734,0.002,0.0423,13678.0,6474.036
159831.SZ,20240117,4.734,4.717,4.718,4.698,4.7,-0.034,-0.7182,31818.0,14971.837
159831.SZ,20240118,4.7,4.7,4.7,4.676,4.682,-0.018,-0.383,40712.0,19064.242
159831.SZ,20240119,4.682,4.701,4.708,4.701,4.705,0.023,0.4912,4250.0,1999.278
159831.SZ,20240122,4.705,4.705,4.718,4.692,4.693,-0.012,-0.255,27319.0,12845.29
159831.SZ,20240123,4.693,4.691,4.694,4.674,4.692,-0.001,-0.0213,26720.0,12524.122
159831.SZ,20240124,4.692,4.692,4.698,4.683,4.69,-0.002,-0.0426,16099.0,7550.332
159831.SZ,20240125,4.69,4.678,4.678,4.667,4.671,-0.019,-0.4051,5564.0,2598.514
159831.SZ,20240126,4.671,4.701,4.701,4.685,4.691,0.02,0.4282,15244.51,7148.216
159831.SZ,20240129,4.691,4.699,4.704,4.697,4.702,0.011,0.2345,17769.0,8354.301
159831.SZ,20240130,4.702,4.706,4.717,4.706,4.711,0.009,0.1914,14713.15,6931.138
159831.SZ,20240131,4.711,4.722,4.722,4.71,4.718,0.007,0.1486,17375.0,8195.515
159831.SZ,20240201,4.718,4.722,4.728,4.722,4.728,0.01,0.212,7372.0,3483.549
159831.SZ,20240202,4.728,4.736,4.758,4.736,4.742,0.014,0.2961,8888.0,4212.687
159831.SZ,20240205,4.742,4.726,4.733,4.706,4.712,-0.03,-0.6326,29944.0,14108.986
159831.SZ,20240206,4.712,4.708,4.708,4.701,4.702,-0.01,-0.2122,8996.0,4231.03
159831.SZ,20240207,4.702,4.718,4.718,4.711,4.713,0.011,0.2339,12297.0,5796.19
159831.SZ,20240208,4.713,4.723,4.73,4.719,4.723,0.01,0.2122,44134.0,20853.835
159831.SZ,20240219,4.723,4.7,4.712,4.691,4.703,-0.02,-0.4235,22242.0,10451.426
159831.SZ,20240220,4.703,4.702,4.706,4.696,4.702,-0.001,-0.0213,6268.0,2946.584
