ts_code,date,pre_close,open,high,low,close,change,pct_chg,volume,amount
512010.SH,20250224,0.373,0.372,0.374,0.366,0.368,-0.005,-1.3405,20584092.84,760152.19
512010.SH,20250225,0.368,0.364,0.366,0.361,0.362,-0.006,-1.6304,14607641.7,531291.58
512010.SH,20250226,0.362,0.364,0.367,0.362,0.367,0.005,1.3812,15714102.1,572150.121
512010.SH,20250227,0.367,0.366,0.37,0.363,0.367,0.0,0.0,17705548.0,648961.804
512010.SH,20250228,0.367,0.365,0.369,0.357,0.357,-0.01,-2.7248,21544598.71,780786.4
512010.SH,20250303,0.357,0.358,0.364,0.357,0.358,0.001,0.2801,17126252.0,617767.305
512010.SH,20250304,0.358,0.357,0.36,0.355,0.359,0.001,0.2793,11706498.48,418175.162
512010.SH,20250305,0.359,0.359,0.359,0.354,0.356,-0.003,-0.8357,13194404.2,469492.924
512010.SH,20250306,0.356,0.357,0.362,0.357,0.362,0.006,1.6854,18432102.0,663307.05
512010.SH,20250307,0.362,0.36,0.361,0.356,0.358,-0.004,-1.105,17002344.0,609459.557
512010.SH,20250310,0.358,0.359,0.362,0.355,0.359,0.001,0.2793,13259432.0,474728.407
512010.SH,20250311,0.359,0.356,0.36,0.355,0.36,0.001,0.2786,14029852.4,501701.711
512010.SH,20250312,0.36,0.361,0.363,0.357,0.357,-0.003,-0.8333,12117633.0,434812.696
512010.SH,20250313,0.357,0.357,0.359,0.355,0.356,-0.001,-0.2801,11238660.0,400434.711
512010.SH,20250314,0.356,0.357,0.367,0.356,0.366,0.01,2.809,31949122.74,1160893.364
512010.SH,20250317,0.366,0.368,0.368,0.364,0.365,-0.001,-0.2732,12733118.0,465907.319
512010.SH,20250318,0.365,0.369,0.375,0.367,0.37,0.005,1.3699,23558794.09,875508.933
512010.SH,20250319,0.37,0.37,0.373,0.368,0.37,0.0,0.0,21264363.1,787110.417
512010.SH,20250320,0.37,0.371,0.371,0.365,0.366,-0.004,-1.0811,15933188.0,585300.801
512010.SH,20250321,0.366,0.365,0.367,0.359,0.36,-0.006,-1.6393,17960212.0,650075.2
512010.SH,20250324,0.36,0.36,0.361,0.356,0.359,-0.001,-0.2778,12421493.81,444842.861
512010.SH,20250325,0.359,0.359,0.36,0.357,0.36,0.001,0.2786,9868945.9,353940.493
512010.SH,20250326,0.36,0.36,0.363,0.358,0.359,-0.001,-0.2778,12504119.2,450186.868
512010.SH,20250327,0.359,0.358,0.367,0.356,0.366,0.007,1.9499,22569094.41,818039.408
512010.SH,20250328,0.366,0.365,0.371,0.365,0.366,0.0,0.0,20357153.81,749601.877
512010.SH,20250331,0.366,0.365,0.369,0.361,0.362,-0.004,-1.0929,13144868.0,479031.649
512010.SH,20250401,0.362,0.364,0.376,0.363,0.374,0.012,3.3149,33389214.55,1244026.373
512010.SH,20250402,0.374,0.374,0.374,0.367,0.369,-0.005,-1.3369,22042533.54,816846.808
512010.SH,20250403,0.369,0.366,0.371,0.364,0.366,-0.003,-0.813,18152853.0,666564.557
512010.SH,20250407,0.366,0.355,0.356,0.333,0.342,-0.024,-6.5574,34384073.09,1191762.787
512010.SH,20250408,0.342,0.343,0.347,0.339,0.344,0.002,0.5848,23118547.59,791626.548
512010.SH,20250409,0.344,0.339,0.344,0.333,0.343,-0.001,-0.2907,23328799.08,791443.193
512010.SH,20250410,0.343,0.348,0.353,0.346,0.348,0.005,1.4577,22127902.66,772594.089
512010.SH,20250411,0.348,0.346,0.35,0.344,0.349,0.001,0.2874,17246952.98,599015.005
512010.SH,20250414,0.349,0.35,0.353,0.348,0.35,0.001,0.2865,14013837.5,491045.454
512010.SH,20250415,0.35,0.349,0.349,0.345,0.347,-0.003,-0.8571,13264453.0,459894.68
512010.SH,20250416,0.347,0.346,0.348,0.342,0.348,0.001,0.2882,14838092.01,511078.704
512010.SH,20250417,0.348,0.346,0.349,0.345,0.348,0.0,0.0,11331670.0,393842.198
512010.SH,20250418,0.348,0.348,0.35,0.345,0.347,-0.001,-0.2874,9115742.0,315869.943
512010.SH,20250421,0.347,0.345,0.349,0.344,0.348,0.001,0.2882,11351020.2,393508.087
512010.SH,20250422,0.348,0.348,0.353,0.347,0.352,0.004,1.1494,16624131.28,582878.478
512010.SH,20250423,0.352,0.352,0.355,0.35,0.351,-0.001,-0.2841,9673032.28,340506.763
512010.SH,20250424,0.351,0.352,0.355,0.35,0.352,0.001,0.2849,12145435.0,428427.272
512010.SH,20250425,0.352,0.353,0.355,0.35,0.351,-0.001,-0.2841,15687915.0,552149.51
512010.SH,20250428,0.351,0.35,0.351,0.348,0.349,-0.002,-0.5698,11567269.86,404212.648
512010.SH,20250429,0.349,0.35,0.352,0.349,0.35,0.001,0.2865,8991348.99,314885.351
512010.SH,20250430,0.35,0.35,0.356,0.349,0.354,0.004,1.1429,16545879.43,584346.824
512010.SH,20250506,0.354,0.357,0.358,0.355,0.357,0.003,0.8475,10318687.82,368030.764
512010.SH,20250507,0.357,0.36,0.362,0.355,0.357,0.0,0.0,11545085.82,412711.806
512010.SH,20250508,0.357,0.356,0.358,0.355,0.357,0.0,0.0,6364841.0,227178.618
512010.SH,20250509,0.357,0.357,0.36,0.356,0.358,0.001,0.2801,9731561.7,348565.696
512010.SH,20250512,0.358,0.357,0.358,0.354,0.357,-0.001,-0.2793,12749290.0,453550.061
512010.SH,20250513,0.357,0.359,0.361,0.358,0.36,0.003,0.8403,16052127.4,577642.137
512010.SH,20250514,0.36,0.359,0.364,0.358,0.363,0.003,0.8333,14042598.91,507337.59
512010.SH,20250515,0.363,0.363,0.365,0.362,0.363,0.0,0.0,10945360.0,398122.489
512010.SH,20250516,0.363,0.363,0.364,0.36,0.363,0.0,0.0,9219030.24,333833.364
512010.SH,20250519,0.363,0.363,0.364,0.36,0.363,0.0,0.0,7317802.8,264896.887
512010.SH,20250520,0.363,0.363,0.369,0.363,0.368,0.005,1.3774,14461946.52,530370.944
512010.SH,20250521,0.368,0.367,0.373,0.366,0.371,0.003,0.8152,17577252.67,651257.059
512010.SH,20250522,0.371,0.37,0.372,0.368,0.369,-0.002,-0.5391,12415675.6,459161.057
512010.SH,20250523,0.369,0.37,0.376,0.369,0.37,0.001,0.271,18124069.14,676342.727
512010.SH,20250526,0.37,0.369,0.371,0.364,0.365,-0.005,-1.3514,13241419.31,485754.335
512010.SH,20250527,0.365,0.365,0.369,0.365,0.367,0.002,0.5479,8928339.47,327449.968
512010.SH,20250528,0.367,0.367,0.369,0.366,0.367,0.0,0.0,7961019.47,292555.601
512010.SH,20250529,0.367,0.367,0.373,0.365,0.372,0.005,1.3624,13270970.0,491406.985
512010.SH,20250530,0.372,0.371,0.376,0.371,0.373,0.001,0.2688,13342322.07,498571.8
512010.SH,20250603,0.373,0.372,0.377,0.371,0.375,0.002,0.5362,11418739.38,428450.321
512010.SH,20250604,0.375,0.376,0.38,0.374,0.379,0.004,1.0667,15747422.01,594778.322
512010.SH,20250605,0.379,0.379,0.38,0.374,0.376,-0.003,-0.7916,12061422.45,453510.358
512010.SH,20250606,0.376,0.376,0.377,0.372,0.373,-0.003,-0.7979,9378188.52,350394.291
512010.SH,20250609,0.373,0.373,0.382,0.373,0.378,0.005,1.3405,16030875.2,607132.891
512010.SH,20250610,0.378,0.378,0.383,0.376,0.379,0.001,0.2646,18755287.5,712165.216
512010.SH,20250611,0.379,0.379,0.382,0.377,0.378,-0.001,-0.2639,10643951.0,403386.037
512010.SH,20250612,0.378,0.377,0.384,0.376,0.383,0.005,1.3228,14833156.8,564767.176
512010.SH,20250613,0.383,0.382,0.386,0.376,0.377,-0.006,-1.5666,19543897.69,741083.501
512010.SH,20250616,0.377,0.376,0.378,0.372,0.374,-0.003,-0.7958,20859706.65,780614.015
512010.SH,20250617,0.374,0.375,0.378,0.366,0.367,-0.007,-1.8717,18545391.64,688486.234
512010.SH,20250618,0.367,0.367,0.368,0.364,0.365,-0.002,-0.545,7618170.22,278491.508
512010.SH,20250619,0.365,0.365,0.367,0.36,0.361,-0.004,-1.0959,12390929.0,449764.714
512010.SH,20250620,0.361,0.362,0.364,0.361,0.363,0.002,0.554,6934309.3,251300.889
512010.SH,20250623,0.363,0.362,0.364,0.359,0.363,0.0,0.0,12236042.0,441628.543
512010.SH,20250624,0.363,0.364,0.366,0.362,0.365,0.002,0.551,16042051.0,585251.626
512010.SH,20250625,0.365,0.366,0.369,0.363,0.369,0.004,1.0959,13788382.44,504664.566
512010.SH,20250626,0.369,0.368,0.369,0.364,0.366,-0.003,-0.813,13598213.46,498191.128
512010.SH,20250627,0.366,0.365,0.367,0.364,0.365,-0.001,-0.2732,12545396.0,458388.0
512010.SH,20250630,0.365,0.365,0.369,0.363,0.368,0.003,0.8219,12341209.0,451269.21
512010.SH,20250701,0.368,0.368,0.371,0.368,0.37,0.002,0.5435,9648629.08,356898.456
512010.SH,20250702,0.37,0.371,0.373,0.367,0.368,-0.002,-0.5405,9281595.33,343031.305
512010.SH,20250703,0.368,0.369,0.371,0.367,0.37,0.002,0.5435,8884092.0,328611.849
512010.SH,20250704,0.37,0.371,0.374,0.37,0.371,0.001,0.2703,13182005.5,490263.863
512010.SH,20250707,0.371,0.372,0.373,0.366,0.367,-0.004,-1.0782,11080804.77,408330.617
512010.SH,20250708,0.367,0.367,0.37,0.366,0.369,0.002,0.545,12224159.81,450843.861
512010.SH,20250709,0.369,0.37,0.376,0.367,0.374,0.005,1.355,19489286.1,725654.33
512010.SH,20250710,0.374,0.372,0.378,0.372,0.375,0.001,0.2674,12501124.81,469152.554
512010.SH,20250711,0.375,0.377,0.384,0.376,0.381,0.006,1.6,23076079.47,879946.18
512010.SH,20250714,0.381,0.38,0.383,0.379,0.38,-0.001,-0.2625,11141196.13,424624.02
512010.SH,20250715,0.38,0.381,0.383,0.377,0.381,0.001,0.2632,14611556.9,555173.606
512010.SH,20250716,0.381,0.381,0.384,0.379,0.381,0.0,0.0,10793129.0,411424.276
512010.SH,20250717,0.381,0.381,0.387,0.38,0.387,0.006,1.5748,17371192.5,667255.062
512010.SH,20250718,0.387,0.388,0.392,0.387,0.391,0.004,1.0336,17165796.22,668151.535
512010.SH,20250721,0.391,0.392,0.392,0.387,0.39,-0.001,-0.2558,15059095.2,586767.451
512010.SH,20250722,0.39,0.39,0.396,0.389,0.392,0.002,0.5128,15988152.31,627758.549
512010.SH,20250723,0.392,0.392,0.397,0.391,0.393,0.001,0.2551,15731983.97,620402.989
512010.SH,20250724,0.393,0.392,0.404,0.392,0.401,0.008,2.0356,22761682.94,905755.088
512010.SH,20250725,0.401,0.402,0.408,0.4,0.401,0.0,0.0,23417185.56,944613.884
512010.SH,20250728,0.401,0.405,0.412,0.405,0.41,0.009,2.2444,28187924.9,1151343.127
512010.SH,20250729,0.41,0.415,0.424,0.41,0.421,0.011,2.6829,32614342.15,1363348.213
512010.SH,20250730,0.421,0.42,0.431,0.418,0.424,0.003,0.7126,33852572.31,1438786.07
512010.SH,20250731,0.424,0.422,0.424,0.413,0.416,-0.008,-1.8868,27405896.0,1146435.858
512010.SH,20250801,0.416,0.414,0.421,0.407,0.409,-0.007,-1.6827,21611189.47,893017.035
512010.SH,20250804,0.409,0.406,0.409,0.4,0.409,0.0,0.0,20769713.51,840472.992
512010.SH,20250805,0.409,0.41,0.413,0.408,0.411,0.002,0.489,14175015.0,581426.107
512010.SH,20250806,0.411,0.411,0.415,0.408,0.41,-0.001,-0.2433,12553293.17,515358.438
512010.SH,20250807,0.41,0.409,0.413,0.405,0.407,-0.003,-0.7317,12992767.14,530261.777
512010.SH,20250808,0.407,0.406,0.408,0.402,0.406,-0.001,-0.2457,13048615.9,528004.265
512010.SH,20250811,0.406,0.405,0.41,0.404,0.407,0.001,0.2463,12950526.09,527395.119
512010.SH,20250812,0.407,0.409,0.412,0.405,0.408,0.001,0.2457,12948331.42,528533.295
512010.SH,20250813,0.408,0.409,0.419,0.408,0.418,0.01,2.451,19073477.32,789222.793
512010.SH,20250814,0.418,0.419,0.423,0.413,0.415,-0.003,-0.7177,17445358.86,728325.847
512010.SH,20250815,0.415,0.413,0.419,0.413,0.417,0.002,0.4819,13144862.82,547360.894
512010.SH,20250818,0.417,0.418,0.421,0.416,0.418,0.001,0.2398,17689594.27,739618.684
512010.SH,20250819,0.418,0.418,0.426,0.41,0.411,-0.007,-1.6746,21538508.11,900735.343
512010.SH,20250820,0.411,0.409,0.415,0.407,0.415,0.004,0.9732,14088817.55,578233.274
512010.SH,20250821,0.415,0.416,0.424,0.416,0.42,0.005,1.2048,21427562.31,901294.901
512010.SH,20250822,0.42,0.421,0.424,0.418,0.424,0.004,0.9524,14513236.31,610954.517
512010.SH,20250825,0.424,0.426,0.434,0.424,0.434,0.01,2.3585,21584696.01,925959.47
512010.SH,20250826,0.434,0.433,0.433,0.428,0.429,-0.005,-1.1521,15108254.9,650118.172
512010.SH,20250827,0.429,0.429,0.433,0.42,0.42,-0.009,-2.0979,22206608.05,948009.277
512010.SH,20250828,0.42,0.419,0.421,0.409,0.419,-0.001,-0.2381,21589602.64,898068.191
512010.SH,20250829,0.419,0.419,0.433,0.418,0.431,0.012,2.864,22199904.37,946965.849
512010.SH,20250901,0.431,0.433,0.448,0.431,0.446,0.015,3.4803,28552722.17,1260765.949
512010.SH,20250902,0.446,0.449,0.456,0.442,0.448,0.002,0.4484,23779452.53,1068010.601
512010.SH,20250903,0.448,0.447,0.455,0.444,0.447,-0.001,-0.2232,18896819.98,847416.274
512010.SH,20250904,0.447,0.45,0.45,0.425,0.431,-0.016,-3.5794,22891326.97,996364.217
512010.SH,20250905,0.431,0.431,0.448,0.429,0.446,0.015,3.4803,19373242.99,849207.863
512010.SH,20250908,0.446,0.447,0.458,0.447,0.456,0.01,2.2422,20982985.66,952186.547
512010.SH,20250909,0.456,0.454,0.459,0.442,0.445,-0.011,-2.4123,17771971.77,799810.558
512010.SH,20250910,0.445,0.444,0.45,0.44,0.443,-0.002,-0.4494,12659118.0,562288.274
512010.SH,20250911,0.443,0.435,0.441,0.422,0.44,-0.003,-0.6772,25368330.84,1098523.596
512010.SH,20250912,0.44,0.442,0.445,0.437,0.441,0.001,0.2273,16134086.44,711332.09
512010.SH,20250915,0.441,0.441,0.445,0.439,0.443,0.002,0.4535,12714927.0,562993.828
512010.SH,20250916,0.443,0.442,0.443,0.436,0.441,-0.002,-0.4515,11959318.0,525786.773
512010.SH,20250917,0.441,0.441,0.446,0.438,0.445,0.004,0.907,13326727.8,589921.211
512010.SH,20250918,0.445,0.445,0.452,0.439,0.443,-0.002,-0.4494,18562357.0,827349.57
512010.SH,20250919,0.443,0.443,0.446,0.436,0.439,-0.004,-0.9029,12430298.23,546400.181
512010.SH,20250922,0.439,0.441,0.448,0.437,0.44,0.001,0.2278,12481386.0,550897.641
512010.SH,20250923,0.44,0.44,0.44,0.426,0.432,-0.008,-1.8182,15753766.06,680110.898
512010.SH,20250924,0.432,0.431,0.436,0.43,0.435,0.003,0.6944,9486022.76,411781.795
512010.SH,20250925,0.435,0.438,0.444,0.436,0.443,0.008,1.8391,14924220.79,659051.613
512010.SH,20250926,0.443,0.439,0.439,0.433,0.433,-0.01,-2.2573,11718900.46,509759.769
512010.SH,20250929,0.433,0.432,0.436,0.425,0.435,0.002,0.4619,12884779.26,554305.568
512010.SH,20250930,0.435,0.435,0.446,0.434,0.446,0.011,2.5287,14522227.55,640937.753
512010.SH,20251009,0.446,0.446,0.448,0.438,0.448,0.002,0.4484,21059070.0,934378.155
512010.SH,20251010,0.448,0.445,0.446,0.434,0.437,-0.011,-2.4554,16652130.02,731721.071
512010.SH,20251013,0.437,0.425,0.429,0.421,0.426,-0.011,-2.5172,18749971.91,796334.518
512010.SH,20251014,0.426,0.427,0.429,0.413,0.416,-0.01,-2.3474,21171569.67,890466.881
512010.SH,20251015,0.416,0.416,0.423,0.413,0.422,0.006,1.4423,25757458.51,1079903.813
512010.SH,20251016,0.422,0.422,0.429,0.419,0.424,0.002,0.4739,16734246.54,709802.66
512010.SH,20251017,0.424,0.423,0.425,0.414,0.415,-0.009,-2.1226,17415903.86,727079.316
512010.SH,20251020,0.415,0.416,0.42,0.413,0.414,-0.001,-0.241,10863035.07,452068.046
512010.SH,20251021,0.414,0.416,0.42,0.415,0.419,0.005,1.2077,10450442.7,436831.918
512010.SH,20251022,0.419,0.419,0.422,0.415,0.416,-0.003,-0.716,8165487.0,340753.401
512010.SH,20251023,0.416,0.415,0.417,0.41,0.416,0.0,0.0,12474381.1,515002.052
512010.SH,20251024,0.416,0.416,0.421,0.415,0.417,0.001,0.2404,10049667.08,419810.778
512010.SH,20251027,0.417,0.423,0.428,0.42,0.423,0.006,1.4388,15021217.58,636738.353
512010.SH,20251028,0.423,0.421,0.421,0.414,0.416,-0.007,-1.6548,13291467.9,554323.88
512010.SH,20251029,0.416,0.415,0.42,0.412,0.42,0.004,0.9615,12510757.15,520013.386
512010.SH,20251030,0.42,0.416,0.417,0.407,0.409,-0.011,-2.619,25039508.99,1030129.951
512010.SH,20251031,0.409,0.409,0.416,0.407,0.413,0.004,0.978,14559692.61,601071.824
512010.SH,20251103,0.413,0.414,0.415,0.407,0.409,-0.004,-0.9685,15019720.0,614930.053
512010.SH,20251104,0.409,0.408,0.409,0.399,0.402,-0.007,-1.7115,16077498.91,648031.554
512010.SH,20251105,0.402,0.399,0.404,0.398,0.402,0.0,0.0,9104447.88,365719.428
512010.SH,20251106,0.402,0.402,0.404,0.399,0.404,0.002,0.4975,8340934.47,335396.401
512010.SH,20251107,0.404,0.402,0.404,0.4,0.401,-0.003,-0.7426,8349539.0,335459.475
512010.SH,20251110,0.401,0.402,0.406,0.399,0.405,0.004,0.9975,12674689.44,511053.216
512010.SH,20251111,0.405,0.406,0.407,0.401,0.404,-0.001,-0.2469,10900967.0,439551.097
512010.SH,20251112,0.404,0.404,0.409,0.403,0.405,0.001,0.2475,13833749.72,561926.062
512010.SH,20251113,0.405,0.405,0.412,0.404,0.411,0.006,1.4815,15832349.78,647303.855
512010.SH,20251114,0.411,0.409,0.413,0.407,0.408,-0.003,-0.7299,12079831.67,495392.697
512010.SH,20251117,0.408,0.407,0.408,0.399,0.401,-0.007,-1.7157,17009168.92,683152.019
512010.SH,20251118,0.401,0.401,0.403,0.398,0.399,-0.002,-0.4988,11735796.17,469828.621
512010.SH,20251119,0.399,0.399,0.4,0.396,0.398,-0.001,-0.2506,11219410.98,446544.732
512010.SH,20251120,0.398,0.399,0.401,0.394,0.394,-0.004,-1.005,11129468.0,441530.403
512010.SH,20251121,0.394,0.392,0.396,0.385,0.387,-0.007,-1.7766,20914166.5,814844.761
512010.SH,20251124,0.387,0.39,0.393,0.388,0.392,0.005,1.292,11222957.0,438370.628
512010.SH,20251125,0.392,0.393,0.395,0.391,0.393,0.001,0.2551,9109580.0,358342.76
512010.SH,20251126,0.393,0.394,0.398,0.393,0.394,0.001,0.2545,9709715.0,384471.298
512010.SH,20251127,0.394,0.394,0.395,0.39,0.392,-0.002,-0.5076,9486211.0,372343.724
512010.SH,20251128,0.392,0.394,0.394,0.389,0.393,0.001,0.2551,7931712.0,310796.767
512010.SH,20251201,0.393,0.392,0.394,0.39,0.393,0.0,0.0,9661467.29,378659.066
512010.SH,20251202,0.393,0.393,0.394,0.387,0.388,-0.005,-1.2723,11325865.39,441001.437
512010.SH,20251203,0.388,0.387,0.389,0.385,0.386,-0.002,-0.5155,9336211.57,360747.252
512010.SH,20251204,0.386,0.386,0.388,0.385,0.387,0.001,0.2591,8131583.0,314096.441
512010.SH,20251205,0.387,0.387,0.39,0.384,0.389,0.002,0.5168,18634390.92,722089.377
512010.SH,20251208,0.389,0.391,0.394,0.389,0.391,0.002,0.5141,10371417.3,405961.69
512010.SH,20251209,0.391,0.391,0.396,0.389,0.391,0.0,0.0,11710568.97,459460.133
512010.SH,20251210,0.391,0.39,0.393,0.385,0.392,0.001,0.2558,11702633.3,455624.437
512010.SH,20251211,0.392,0.392,0.394,0.389,0.39,-0.002,-0.5102,10175712.0,398834.602
512010.SH,20251212,0.39,0.39,0.392,0.387,0.391,0.001,0.2564,10144263.03,394775.209
512010.SH,20251215,0.391,0.39,0.39,0.384,0.384,-0.007,-1.7903,12659130.0,489486.617
512010.SH,20251216,0.384,0.384,0.386,0.377,0.378,-0.006,-1.5625,13584530.84,516301.403
512010.SH,20251217,0.378,0.378,0.385,0.376,0.383,0.005,1.3228,13102290.84,498525.493
512010.SH,20251218,0.383,0.382,0.386,0.381,0.383,0.0,0.0,9458211.0,362865.077
512010.SH,20251219,0.383,0.384,0.39,0.382,0.388,0.005,1.3055,10488471.16,405816.012
512010.SH,20251222,0.388,0.388,0.389,0.384,0.387,-0.001,-0.2577,7838986.0,303081.893
512010.SH,20251223,0.387,0.386,0.388,0.384,0.385,-0.002,-0.5168,8488963.0,327211.564
512010.SH,20251224,0.385,0.384,0.387,0.383,0.384,-0.001,-0.2597,7814156.68,300608.361
512010.SH,20251225,0.384,0.384,0.388,0.383,0.388,0.004,1.0417,8986880.0,346736.641
512010.SH,20251226,0.388,0.387,0.388,0.384,0.387,-0.001,-0.2577,8047720.0,310796.753
512010.SH,20251229,0.387,0.386,0.387,0.383,0.383,-0.004,-1.0336,9097126.0,349806.646
512010.SH,20251230,0.383,0.383,0.383,0.38,0.381,-0.002,-0.5222,8343548.3,318378.84
512010.SH,20251231,0.381,0.382,0.384,0.378,0.378,-0.003,-0.7874,8940055.21,339729.445
512010.SH,20260105,0.378,0.38,0.394,0.379,0.392,0.014,3.7037,21645293.62,841474.505
512010.SH,20260106,0.392,0.393,0.397,0.391,0.396,0.004,1.0204,16478433.5,649699.689
512010.SH,20260107,0.396,0.396,0.401,0.395,0.397,0.001,0.2525,12426170.0,495358.757
512010.SH,20260108,0.397,0.399,0.401,0.397,0.399,0.002,0.5038,12011342.08,479175.848
512010.SH,20260109,0.399,0.399,0.403,0.398,0.403,0.004,1.0025,12240959.01,491049.894
512010.SH,20260112,0.403,0.404,0.407,0.401,0.404,0.001,0.2481,15273383.68,616766.81
512010.SH,20260113,0.404,0.407,0.418,0.407,0.41,0.006,1.4851,26314688.06,1085664.765
512010.SH,20260114,0.41,0.411,0.418,0.403,0.407,-0.003,-0.7317,21424660.57,881582.342
512010.SH,20260115,0.407,0.406,0.41,0.403,0.404,-0.003,-0.7371,12869005.12,521727.959
512010.SH,20260116,0.404,0.404,0.406,0.398,0.399,-0.005,-1.2376,13436680.09,539113.686
512010.SH,20260119,0.399,0.398,0.4,0.394,0.396,-0.003,-0.7519,13723618.7,543908.048
512010.SH,20260120,0.396,0.396,0.397,0.391,0.393,-0.003,-0.7576,12442212.58,488804.198
512010.SH,20260121,0.393,0.392,0.395,0.389,0.39,-0.003,-0.7634,12220795.97,478326.376
512010.SH,20260122,0.39,0.391,0.392,0.386,0.388,-0.002,-0.5128,13628109.46,528929.825
512010.SH,20260123,0.388,0.388,0.391,0.386,0.388,0.0,0.0,18723423.41,727230.686
512010.SH,20260126,0.388,0.388,0.39,0.383,0.387,-0.001,-0.2577,20546015.69,793752.802
512010.SH,20260127,0.387,0.388,0.388,0.38,0.381,-0.006,-1.5504,21677058.33,829777.708
512010.SH,20260128,0.381,0.382,0.383,0.376,0.378,-0.003,-0.7874,22802603.69,862617.317
512010.SH,20260129,0.378,0.376,0.386,0.374,0.386,0.008,2.1164,23963958.38,912007.485
512010.SH,20260130,0.386,0.384,0.388,0.379,0.38,-0.006,-1.5544,18195962.49,696062.883
512010.SH,20260202,0.38,0.378,0.381,0.371,0.372,-0.008,-2.1053,18410392.42,690799.72
512010.SH,20260203,0.372,0.373,0.377,0.371,0.377,0.005,1.3441,11455143.44,428471.049
512010.SH,20260204,0.377,0.375,0.382,0.373,0.38,0.003,0.7958,14708000.0,553609.011
512010.SH,20260205,0.38,0.38,0.386,0.379,0.384,0.004,1.0526,19562986.93,750335.166
512010.SH,20260206,0.384,0.383,0.386,0.381,0.383,-0.001,-0.2604,10580625.0,406310.447
512010.SH,20260209,0.383,0.385,0.385,0.382,0.383,0.0,0.0,9457545.8,362251.849
512010.SH,20260210,0.383,0.383,0.39,0.382,0.388,0.005,1.3055,14450596.66,558999.177
512010.SH,20260211,0.388,0.387,0.39,0.387,0.388,0.0,0.0,8754040.05,339980.287
512010.SH,20260212,0.388,0.388,0.392,0.387,0.387,-0.001,-0.2577,9284435.91,361284.396
512010.SH,20260213,0.387,0.387,0.388,0.382,0.382,-0.005,-1.292,9640098.4,370305.022
512010.SH,20260224,0.382,0.385,0.386,0.381,0.381,-0.001,-0.2618,10100584.0,386100.886
512010.SH,20260225,0.381,0.381,0.384,0.38,0.382,0.001,0.2625,7345531.0,280478.603
512010.SH,20260226,0.382,0.384,0.385,0.378,0.38,-0.002,-0.5236,10674692.0,406536.668
512010.SH,20260227,0.38,0.379,0.381,0.377,0.379,-0.001,-0.2632,5980568.99,226802.462
512010.SH,20260302,0.379,0.375,0.378,0.37,0.371,-0.008,-2.1108,16598173.16,618581.956
512010.SH,20260303,0.371,0.372,0.375,0.365,0.366,-0.005,-1.3477,17852863.6,659579.988
512010.SH,20260304,0.366,0.364,0.366,0.358,0.361,-0.005,-1.3661,14684446.0,530903.594
512010.SH,20260305,0.361,0.364,0.367,0.361,0.363,0.002,0.554,10532376.0,382637.935
512010.SH,20260306,0.363,0.362,0.372,0.361,0.372,0.009,2.4793,11599453.01,427593.522
512010.SH,20260309,0.372,0.368,0.369,0.363,0.367,-0.005,-1.3441,11492034.0,420840.628
512010.SH,20260310,0.367,0.368,0.375,0.368,0.374,0.007,1.9074,11695990.79,435972.443
512010.SH,20260311,0.374,0.374,0.375,0.371,0.373,-0.001,-0.2674,7708059.11,287512.601
512010.SH,20260312,0.373,0.373,0.375,0.369,0.371,-0.002,-0.5362,8278929.0,307508.637
512010.SH,20260313,0.371,0.369,0.371,0.367,0.368,-0.003,-0.8086,9454310.0,348656.339
512010.SH,20260316,0.368,0.368,0.372,0.365,0.369,0.001,0.2717,9376652.07,345588.849
512010.SH,20260317,0.369,0.37,0.377,0.368,0.371,0.002,0.542,15670669.28,584394.174
512010.SH,20260318,0.371,0.37,0.372,0.367,0.37,-0.001,-0.2695,9908187.0,365567.313
512010.SH,20260319,0.37,0.368,0.37,0.364,0.365,-0.005,-1.3514,12114131.06,443616.777
512010.SH,20260320,0.365,0.365,0.369,0.36,0.362,-0.003,-0.8219,11114904.45,404761.875
512010.SH,20260323,0.362,0.358,0.358,0.346,0.348,-0.014,-3.8674,25481461.1,896642.033
512010.SH,20260324,0.348,0.352,0.357,0.351,0.357,0.009,2.5862,13559053.4,479613.287
512010.SH,20260325,0.357,0.358,0.36,0.356,0.359,0.002,0.5602,7618608.1,272790.487
512010.SH,20260326,0.359,0.358,0.362,0.351,0.353,-0.006,-1.6713,10997147.51,391265.755
512010.SH,20260327,0.353,0.35,0.365,0.349,0.365,0.012,3.3994,19928187.89,716845.284
512010.SH,20260330,0.365,0.361,0.367,0.36,0.365,0.0,0.0,10455288.19,380535.178
512010.SH,20260331,0.365,0.366,0.373,0.364,0.364,-0.001,-0.274,13375630.6,491974.704
512010.SH,20260401,0.364,0.368,0.377,0.364,0.377,0.013,3.5714,21264182.02,793257.17
512010.SH,20260402,0.377,0.376,0.378,0.373,0.374,-0.003,-0.7958,14589954.43,547837.867
512010.SH,20260403,0.374,0.372,0.373,0.366,0.368,-0.006,-1.6043,11250229.22,414886.196
512010.SH,20260407,0.368,0.369,0.373,0.363,0.369,0.001,0.2717,10267935.24,377796.09
512010.SH,20260408,0.369,0.373,0.375,0.368,0.375,0.006,1.626,11845253.93,441012.109
512010.SH,20260409,0.375,0.373,0.378,0.372,0.373,-0.002,-0.5333,9128764.69,341658.682
512010.SH,20260410,0.373,0.373,0.378,0.371,0.373,0.0,0.0,10692896.03,400676.403
